agency,approxname,approxdept,state_code,google_name,google_address,lat,lon,type
Greendale Police Dept,Greendale,Police Dept,WI,Greendale Police Department,"5911 W Grange Ave, Greendale, WI 53129, United States",42.9441275,-87.9873943,"police,point_of_interest,establishment"
Bethany Police Dept,Bethany,Police Dept,OK,Bethany Police Department,"6714 NW 36th St, Bethany, OK 73008, United States",35.5073211,-97.6311238,"police,point_of_interest,establishment"
Celina City Police Dept,Celina City,Police Dept,OH,Celina Police Department,"202 N Main St, Celina, OH 45822, United States",40.5501895,-84.570436,"police,point_of_interest,establishment"
Coachella Police Dept,Coachella,Police Dept,CA,Coachella Police Department,"86625 Airport Blvd, Thermal, CA 92274, United States",33.6413832,-116.1518358,"police,point_of_interest,establishment"
City Of Port Huron Police Dept,City Of Port Huron,Police Dept,MI,Port Huron Police Department,"100 McMorran Blvd, Port Huron, MI 48060, United States",42.9787691,-82.4196856,"police,point_of_interest,establishment"
Dennis Police Dept,Dennis,Police Dept,MA,Dennis Police Department,"90 Bob Crowell Rd, South Dennis, MA 02660, United States",41.703328,-70.155123,"police,point_of_interest,establishment"
Cedar Rapids Police Dept,Cedar Rapids,Police Dept,IA,Cedar Rapids Police Department,"505 1st St SW, Cedar Rapids, IA 52404, United States",41.9723028,-91.6697216,"police,point_of_interest,establishment"
Johnstown City Police Dept,Johnstown City,Police Dept,PA,Johnstown Police Department,"401 Washington St, Johnstown, PA 15901, United States",40.3275092,-78.9187785,"local_government_office,police,point_of_interest,establishment"
Freeport Police Dept,Freeport,Police Dept,IL,Freeport Police Department,"320 W Exchange St, Freeport, IL 61032, United States",42.2975658,-89.6245534,"police,point_of_interest,establishment"
Alsip Police Dept,Alsip,Police Dept,IL,Alsip Police Department,"4500 W 123rd St, Alsip, IL 60803, United States",41.6694842,-87.7319476,"police,point_of_interest,establishment"
Baraboo Police Dept,Baraboo,Police Dept,WI,Baraboo City Police Department,"135 4th St, Baraboo, WI 53913, United States",43.4711772,-89.741038,"police,point_of_interest,establishment"
South Charleston Police Dept,South Charleston,Police Dept,WV,South Charleston Police Department,"235 4th Ave, South Charleston, WV 25303, United States",38.3661236,-81.695573,"police,point_of_interest,establishment"
Fortuna Police Dept,Fortuna,Police Dept,CA,Fortuna Police Department,"621 11th St, Fortuna, CA, United States",40.5974546,-124.1549739,"police,point_of_interest,establishment"
Abilene Police Dept,Abilene,Police Dept,TX,Abilene Police Department,"450 Pecan St, Abilene, TX 79602, United States",32.444831,-99.7324114,"police,point_of_interest,establishment"
Crawfordsville City Police Dept,Crawfordsville City,Police Dept,IN,Crawfordsville Police Department,"311 N Green St, Crawfordsville, IN 47933, United States",40.0445532,-86.9003327,"police,point_of_interest,establishment"
Texas City Police Dept,Texas City,Police Dept,TX,Texas City Police Department,"1004 9th Ave N, Texas City, TX 77590, United States",29.3945825,-94.9089482,"police,point_of_interest,establishment"
Brigham City Police Dept,Brigham City,Police Dept,UT,Brigham City Police Department,"20 N Main St, Brigham City, UT 84302, United States",41.510991,-112.01544,"police,point_of_interest,establishment"
Georgetown Police Dept,Georgetown,Police Dept,KY,Georgetown Police Department,"Quality Dr, Georgetown, KY 40324, United States",38.1946204,-84.5517085,"police,point_of_interest,establishment"
Bennington Police Dept,Bennington,Police Dept,VT,Bennington Police Department,"118 South St, Bennington, VT 05201, United States",42.8775129,-73.1968906,"police,point_of_interest,establishment"
Davie Police Dept,Davie,Police Dept,FL,Davie Police Department,"1230 S Nob Hill Rd, Davie, FL 33324, United States",26.1052019,-80.2805734,"police,point_of_interest,establishment"
Newark Police Dept,Newark,Police Dept,NJ,Newark Police Department,"311 Washington St, Newark, NJ 07102, United States",40.7344341,-74.1771866,"police,point_of_interest,establishment"
Jefferson City Police Dept,Jefferson City,Police Dept,MO,Jefferson City Police Department,"401 Monroe St, Jefferson City, MO 65101, United States",38.5735182,-92.1709427,"police,point_of_interest,establishment"
Hastings Police Dept,Hastings,Police Dept,NE,Hastings Police Department,"317 S Burlington Ave, Hastings, NE 68901, United States",40.580858,-98.391817,"police,point_of_interest,establishment"
Beatrice Police Dept,Beatrice,Police Dept,NE,Beatrice Police Department,"201 N 5th St, Beatrice, NE 68310, United States",40.2671219,-96.7483051,"police,point_of_interest,establishment"
Waterloo Police Dept,Waterloo,Police Dept,IA,Waterloo Police Department,"715 Mulberry St, Waterloo, IA 50703, United States",42.498944,-92.3322862,"local_government_office,police,point_of_interest,establishment"
Rochester Police Dept,Rochester,Police Dept,NH,Rochester Police Department,"23 Wakefield St, Rochester, NH 03867, United States",43.3051706,-70.974865,"police,point_of_interest,establishment"
Fort Myers Police Dept,Fort Myers,Police Dept,FL,Fort Myers Police Department,"2210 Widman Way, Fort Myers, FL 33901, United States",26.6395182,-81.8682608,"police,point_of_interest,establishment"
Homewood Police Dept,Homewood,Police Dept,IL,Homewood Police Department,"17950 Dixie Hwy, Homewood, IL 60430, United States",41.5632762,-87.6658278,"police,point_of_interest,establishment"
Bristol Police Dept,Bristol,Police Dept,VA,Bristol Police Department,"501 Scott St, Bristol, VA 24201, United States",36.5987179,-82.1817567,"police,point_of_interest,establishment"
Barstow Police Dept,Barstow,Police Dept,CA,Barstow Police Department,"220 E Mountain View St # B, Barstow, CA 92311, United States",34.8925918,-117.0249678,"police,point_of_interest,establishment"
Bensalem Twp Police Dept,Bensalem Twp,Police Dept,PA,Bensalem Police Department,"2400 Byberry Rd, Bensalem, PA 19020, United States",40.1099007,-74.9427249,"police,point_of_interest,establishment"
Garfield Heights Police Dept,Garfield Heights,Police Dept,OH,Garfield Heights Police Department,"5555 Turney Rd, Cleveland, OH 44125, United States",41.411465,-81.6015701,"police,point_of_interest,establishment"
Pasadena Police Dept,Pasadena,Police Dept,TX,Pasadena Police Department,"1201 Davis St, Pasadena, TX 77506, United States",29.6926473,-95.1949023,"police,point_of_interest,establishment"
Irvington Twp Police Dept,Irvington Twp,Police Dept,NJ,Irvington Police Department,"1 Civic Square, Irvington, NJ 07111, United States",40.7269354,-74.2341868,"police,point_of_interest,establishment"
Costa Mesa Police Dept,Costa Mesa,Police Dept,CA,Costa Mesa Police Department,"99 Fair Dr, Costa Mesa, CA 92626, United States",33.6633844,-117.9041684,"police,point_of_interest,establishment"
Rogers Police Dept,Rogers,Police Dept,AR,Rogers City Police Department,"1905 S Dixieland Rd, Rogers, AR 72758, United States",36.3102,-94.1434538,"police,point_of_interest,establishment"
Batavia Police Dept,Batavia,Police Dept,NY,Batavia Detective Bureau,"10 W Main St, Batavia, NY 14020, United States",42.998556,-78.187625,"police,point_of_interest,establishment"
Pierre Police Dept,Pierre,Police Dept,SD,Pierre Police Department,"3200 SD-34, Pierre, SD 57501, United States",44.3428451,-100.2450683,"police,point_of_interest,establishment"
Hagerstown Police Dept,Hagerstown,Police Dept,MD,Hagerstown Police Department,"50 N Burhans Blvd, Hagerstown, MD 21740, United States",39.6457676,-77.7262373,"police,point_of_interest,establishment"
Riverdale Police Dept,Riverdale,Police Dept,IL,Riverdale Police Department,"725 W 138th St, Riverdale, IL 60827, United States",41.6465927,-87.6383287,"police,point_of_interest,establishment"
Robstown Police Dept,Robstown,Police Dept,TX,Robstown Chief of Police,"430 E Main Ave, Robstown, TX 78380, United States",27.7891639,-97.6637669,"police,point_of_interest,establishment"
Chicago Heights Police Dept,Chicago Heights,Police Dept,IL,South Chicago Heights Police Department,"2729 Jackson Ave, South Chicago Heights, IL 60411, United States",41.48901,-87.635674,"police,point_of_interest,establishment"
Fulton Police Dept,Fulton,Police Dept,MO,Fulton Police Department,"935 US-54 BUS, Fulton, MO 65251, United States",38.8353403,-91.9571462,"police,point_of_interest,establishment"
Clayton County Police Department,Clayton County,Police Department,GA,Clayton County Georgia Police Department,"7911 N McDonough St, Jonesboro, GA 30236, United States",33.5386142,-84.3470378,"local_government_office,police,point_of_interest,establishment"
Elkhart Police Dept,Elkhart,Police Dept,IN,Elkhart Police Department,"175 Waterfall Dr, Elkhart, IN 46516, United States",41.6842586,-85.9691924,"police,point_of_interest,establishment"
Gaffney Police Dept,Gaffney,Police Dept,SC,Gaffney Police Department,"201 N Limestone St, Gaffney, SC 29340, United States",35.0732315,-81.6490472,"police,point_of_interest,establishment"
Cleveland Heights Police Dept,Cleveland Heights,Police Dept,OH,Cleveland Heights Police Department,"40 Severance Cir, Cleveland Heights, OH 44118, United States",41.5192643,-81.5539191,"police,point_of_interest,establishment"
Anderson County Sheriff Department,Anderson County,Sheriff Department,SC,Anderson County Sheriff's Office,"305 Camson Rd, Anderson, SC 29625, United States",34.5352092,-82.6850334,"local_government_office,police,point_of_interest,establishment"
Savannah Police Dept,Savannah,Police Dept,GA,Savannah Chatham Metropolitan Police Department - Southside Precinct,"7804 Abercorn St # 118, Savannah, GA 31406, United States",32.0014754,-81.1168178,"police,point_of_interest,establishment"
York City Police Dept,York City,Police Dept,PA,York Police Department Community,"50 W King St, York, PA 17401, United States",39.9603633,-76.7285593,"police,point_of_interest,establishment"
Montrose Police Dept,Montrose,Police Dept,CO,Montrose Police Department,"434 S 1st St, Montrose, CO 81401, United States",38.479044,-107.874738,"police,point_of_interest,establishment"
Cottonwood Police Dept,Cottonwood,Police Dept,AZ,Cottonwood Police Department,"199 S 6th St, Cottonwood, AZ 86326, United States",34.7366366,-112.021941,"police,point_of_interest,establishment"
Altoona Police Dept,Altoona,Police Dept,IA,Altoona Police Administration,"700 1st Ave S, Altoona, IA 50009, United States",41.6452899,-93.4649683,"police,point_of_interest,establishment"
Pine County Sheriff Department,Pine County,Sheriff Department,MN,Pine County Office,"130 Oriole St E # 1, Sandstone, MN 55072, United States",46.1379226,-92.8632494,"local_government_office,point_of_interest,establishment"
Lawrenceville Police Dept,Lawrenceville,Police Dept,GA,Lawrenceville Police Department,"300 Jackson St, Lawrenceville, GA 30046, United States",33.951708,-83.982282,"police,point_of_interest,establishment"
Claremont Police Dept,Claremont,Police Dept,NH,Claremont Police,"58 Opera House Square, Claremont, NH 03743, United States",43.3727187,-72.3369866,"police,point_of_interest,establishment"
Odessa Police Dept,Odessa,Police Dept,TX,Odessa Police Department,"205 N Grant Ave, Odessa, TX 79761, United States",31.8459008,-102.3689345,"police,point_of_interest,establishment"
Bluffton Police Dept,Bluffton,Police Dept,SC,Bluffton Police Department,"101 Progressive St, Bluffton, SC 29910, United States",32.273371,-80.919501,"police,point_of_interest,establishment"
Anacortes Police Dept,Anacortes,Police Dept,WA,Anacortes,"1218 24th St, Anacortes, WA 98221, United States",48.5030183,-122.6169436,"police,point_of_interest,establishment"
Lake Elsinore,,Police Department,CA,Lake Elsinore Police Department,"333 W Limited St, Lake Elsinore, CA 92530, United States",33.6676783,-117.3315771,"police,point_of_interest,establishment"
Auburn Police Dept,Auburn,Police Dept,MA,Auburn Police Department,"416 Oxford St N, Auburn, MA 01501, United States",42.1971279,-71.8479465,"police,point_of_interest,establishment"
Ventura Police Dept,Ventura,Police Dept,CA,Ventura Police Department,"1425 Dowell Dr, Ventura, CA 93003, United States",34.2600351,-119.2234114,"police,point_of_interest,establishment"
California City Police Dept,California City,Police Dept,CA,California City Police Department,"21130 Hacienda Blvd, California City, CA 93505, United States",35.1277773,-117.9592809,"police,point_of_interest,establishment"
Austintown Police Dept,Austintown,Police Dept,OH,Austintown Police Department,"92 Ohltown Rd, Austintown, OH 44515, United States",41.1037656,-80.766533,"police,point_of_interest,establishment"
Gilroy Dept Of Public Safety,,,CA,Gilroy Police Department,"7301 Hanna St, Gilroy, CA 95020, United States",37.0040044,-121.5735686,"police,point_of_interest,establishment"
Pinole Police Dept,Pinole,Police Dept,CA,Pinole Police Department,"880 Tennent Ave, Pinole, CA 94564, United States",38.0042002,-122.2908063,"police,point_of_interest,establishment"
Orangeburg County Sheriff Department,Orangeburg County,Sheriff Department,SC,Orangeburg County Sheriff,"210 Brodie St, Springfield, SC 29146, United States",33.4943295,-81.274147,"local_government_office,police,point_of_interest,establishment"
Colton Police Dept,Colton,Police Dept,CA,Colton Police Department,"650 N La Cadena Dr, Colton, CA 92324, United States",34.0717165,-117.3225878,"police,point_of_interest,establishment"
Murfreesboro Police Dept,Murfreesboro,Police Dept,TN,Murfreesboro Police Department,"302 S Church St, Murfreesboro, TN 37130, United States",35.843743,-86.3921488,"police,point_of_interest,establishment"
Fairburn Police Dept,Fairburn,Police Dept,GA,Fairburn City Police Department,"191 SW Broad St, Fairburn, GA 30213, United States",33.563113,-84.584957,"police,point_of_interest,establishment"
Goshen Police Dept,Goshen,Police Dept,IN,Goshen Police Department,"111 E Jefferson St, Goshen, IN 46528, United States",41.5840141,-85.8333358,"police,point_of_interest,establishment"
Turlock Police Dept,Turlock,Police Dept,CA,Turlock Police Department,"244 N Broadway Ave, Turlock, CA 95380, United States",37.4944389,-120.8499021,"police,point_of_interest,establishment"
Winter Garden Police Dept,Winter Garden,Police Dept,FL,Winter Garden Police Department,"251 W Plant St, Winter Garden, FL 34787, United States",28.5656041,-81.5884478,"police,point_of_interest,establishment"
Monterey Police Dept,Monterey,Police Dept,CA,Monterey Police Department,"351 Madison St, Monterey, CA 93940, United States",36.5967582,-121.8976904,"police,point_of_interest,establishment"
Leeds Police Dept,Leeds,Police Dept,AL,Leeds Police Department,"1040 Park Dr, Leeds, AL 35094, United States",33.5439413,-86.5649882,"police,point_of_interest,establishment"
Cheektowaga Town Police Dept,Cheektowaga Town,Police Dept,NY,Cheektowaga Police Department,"3223 Union Rd, Cheektowaga, NY 14227, United States",42.9018321,-78.7537034,"police,point_of_interest,establishment"
Blythe Police Dept,Blythe,Police Dept,CA,Blythe Police Department,"240 N Spring St, Blythe, CA 92225, United States",33.6126959,-114.59799,"police,point_of_interest,establishment"
Bel Air Police Dept,Bel Air,Police Dept,MD,Bel Air Police Department,"39 N Hickory Ave, Bel Air, MD 21014, United States",39.5388018,-76.3480457,"police,point_of_interest,establishment"
Covington,,,WA,City of Covington,"16720 SE 271st St, Covington, WA 98042, United States",47.3591521,-122.1183444,"city_hall,police,local_government_office,point_of_interest,establishment"
Indio Police Dept,Indio,Police Dept,CA,Indio Police Department,"46800 Jackson St, Indio, CA 92201, United States",33.7089332,-116.2160101,"police,point_of_interest,establishment"
Marion Police Dept,Marion,Police Dept,AR,City of Marion Police Department,"3477 AR-77, Marion, AR 72364, United States",35.2225617,-90.2028957,"local_government_office,police,point_of_interest,establishment"
Keene Police Dept,Keene,Police Dept,NH,Keene Police Department,"400 Marlboro St, Keene, NH 03431, United States",42.9248157,-72.263929,"police,point_of_interest,establishment"
Nacogdoches Police Dept,Nacogdoches,Police Dept,TX,Nacogdoches Police Department,"312 W Main St, Nacogdoches, TX 75961, United States",31.6048841,-94.6569379,"police,point_of_interest,establishment"
Colchester Police Dept,Colchester,Police Dept,VT,Colchester Police Department,"835 Blakely Rd, Colchester, VT 05446, United States",44.535792,-73.205463,"police,point_of_interest,establishment"
Auburn Police Dept,Auburn,Police Dept,NY,Auburn Police Department,"46 North St, Auburn, NY 13021, United States",42.9334638,-76.5654357,"police,point_of_interest,establishment"
Stephenville Police Dept,Stephenville,Police Dept,TX,Stephenville Police Department,"358 N Belknap St, Stephenville, TX 76401, United States",32.2217166,-98.2042552,"police,point_of_interest,establishment"
New Kensington City Police Dept,New Kensington City,Police Dept,PA,New Kensington Police Records,"301 11th St #1, New Kensington, PA 15068, United States",40.5683178,-79.7676745,"police,point_of_interest,establishment"
Patterson Police Dept,Patterson,Police Dept,CA,Patterson Police Department,"33 S Del Puerto Ave, Patterson, CA 95363, United States",37.470499,-121.130707,"police,point_of_interest,establishment"
Cedar Hill Police Dept,Cedar Hill,Police Dept,TX,Cedar Hill Police Department,"285 Uptown Blvd #200, Cedar Hill, TX 75104, United States",32.5933428,-96.9505494,"police,point_of_interest,establishment"
Union Twp (Clermont Co) Police Dept,Union Twp (Clermont Co),Police Dept,OH,Union Township Police Department,"4312 Glen Este-Withamsville Rd, Cincinnati, OH 45245, United States",39.087829,-84.2688406,"police,point_of_interest,establishment"
Bridgeport Police Dept,Bridgeport,Police Dept,CT,Bridgeport Police Dispatch,"300 Congress St, Bridgeport, CT 06604, United States",41.1817543,-73.1926805,"police,point_of_interest,establishment"
Southfield Police Dept,Southfield,Police Dept,MI,City of Southfield - General Information,"26000 Evergreen Rd, Southfield, MI 48076, United States",42.481323,-83.2382914,"local_government_office,courthouse,library,police,point_of_interest,establishment"
Helena Police Dept,Helena,Police Dept,MT,Helena Police Department,"221 Breckenridge St, Helena, MT 59601, United States",46.5863859,-112.0367468,"police,point_of_interest,establishment"
Beaumont Police Dept,Beaumont,Police Dept,CA,Beaumont City Police Department,"660 Orange Ave, Beaumont, CA 92223, United States",33.9302844,-116.9742669,"police,point_of_interest,establishment"
Anchorage Police Dept,Anchorage,Police Dept,AK,Anchorage Police Department,"4501 Elmore Rd, Anchorage, AK 99507, United States",61.1794721,-149.8059414,"police,point_of_interest,establishment"
Portage City Police Dept,Portage City,Police Dept,MI,City of Portage: Police Department,"7810 Shaver Rd, Portage, MI 49024, United States",42.2039044,-85.590322,"local_government_office,police,point_of_interest,establishment"
Brattleboro Police Dept,Brattleboro,Police Dept,VT,Brattleboro Police Department,"230 Main St, Brattleboro, VT 05301, United States",42.8552697,-72.5605867,"police,point_of_interest,establishment"
Rialto Police Dept,Rialto,Police Dept,CA,Rialto Police Department,"128 N Willow Ave, Rialto, CA 92376, United States",34.1000838,-117.3750201,"police,point_of_interest,establishment"
El Segundo Police Dept,El Segundo,Police Dept,CA,El Segundo Police Department,"348 Main St, El Segundo, CA 90245, United States",33.9200117,-118.4155958,"police,point_of_interest,establishment"
Tumwater Police Dept,Tumwater,Police Dept,WA,Tumwater Police Department,"555 Israel Rd SW, Tumwater, WA 98501, United States",46.9846375,-122.9114601,"police,point_of_interest,establishment"
Chester City Police Dept,Chester City,Police Dept,PA,Chester Police Department,"160 E 7th St, Chester, PA 19013, United States",39.8515438,-75.3593174,"police,point_of_interest,establishment"
Fergus Falls Police Dept,Fergus Falls,Police Dept,MN,Fergus Falls Police Department,"122 W Junius Ave, Fergus Falls, MN 56537, United States",46.2809448,-96.0754876,"police,point_of_interest,establishment"
Muscatine Police Dept,Muscatine,Police Dept,IA,Muscatine Police Department,"312 E 5th St #1, Muscatine, IA 52761, United States",41.4249222,-91.0452871,"police,point_of_interest,establishment"
Worcester Police Dept,Worcester,Police Dept,MA,Worcester Police Department,"9-11 Lincoln Square, Worcester, MA 01608, United States",42.2708772,-71.7981402,"police,point_of_interest,establishment"
Yuma Police Dept,Yuma,Police Dept,AZ,Yuma Police Department,"1500 S 1st Ave, Yuma, AZ 85364, United States",32.699234,-114.6208946,"police,point_of_interest,establishment"
De Soto Police Dept,De Soto,Police Dept,TX,DeSoto City Police Department,"714 E Belt Line Rd, DeSoto, TX 75115, United States",32.5891919,-96.8425834,"police,point_of_interest,establishment"
Spearfish Police Dept,Spearfish,Police Dept,SD,Spearfish Police Department,"625 N 5th St, Spearfish, SD 57783, United States",44.489561,-103.8613765,"police,point_of_interest,establishment"
El Dorado Police Dept,El Dorado,Police Dept,KS,El Dorado Police Department,"128 N Vine St, El Dorado, KS 67042, United States",37.818571,-96.848023,"police,point_of_interest,establishment"
Auburn Police Dept,Auburn,Police Dept,AL,City of Auburn Police Department,"141 N Ross St, Auburn, AL 36830, United States",32.6075554,-85.4751851,"police,point_of_interest,establishment"
Ferndale Police Dept,Ferndale,Police Dept,WA,Ferndale Police Department,"2220 Main St, Ferndale, WA 98248, United States",48.8489439,-122.6022638,"police,point_of_interest,establishment"
Manchester Police Dept,Manchester,Police Dept,NH,Manchester Police Department,"405 Valley St, Manchester, NH 03103, United States",42.9803326,-71.4526848,"police,point_of_interest,establishment"
Beloit City Police Dept,Beloit City,Police Dept,WI,Beloit Police Department,"100 State St, Beloit, WI 53511, United States",42.4975401,-89.0369392,"police,point_of_interest,establishment"
Greenwood Police Dept,Greenwood,Police Dept,IN,Greenwood Police Department,"186 Surina Way, Greenwood, IN 46143, United States",39.6117002,-86.1034884,"police,point_of_interest,establishment"
Nanticoke City Police Dept,Nanticoke City,Police Dept,PA,Nanticoke Police Department,"15 E Ridge St, Nanticoke, PA 18634, United States",41.1990637,-76.0007228,"police,point_of_interest,establishment"
Middletown Twp (Bucks Co) Police Dept,Middletown Twp (Bucks Co),Police Dept,PA,Middletown Township Police Department,"5 Municipal Way, Langhorne, PA 19047, United States",40.182651,-74.9065734,"police,point_of_interest,establishment"
Central Point City Police Dept,Central Point City,Police Dept,OR,Central Point Police Department,"155 S 2nd St, Central Point, OR 97502, United States",42.3736025,-122.9142608,"police,point_of_interest,establishment"
New Braunfels Police Dept,New Braunfels,Police Dept,TX,New Braunfels Police Department,"1488 S Seguin Ave, New Braunfels, TX 78130, United States",29.6877732,-98.1093612,"police,point_of_interest,establishment"
Newton Police Dept,Newton,Police Dept,NC,Newton City Police Department,"411 N Main Ave, Newton, NC 28658, United States",35.6661814,-81.2209144,"police,point_of_interest,establishment"
Covington Police Dept,Covington,Police Dept,KY,Covington Police Department,"1 Police Memorial Dr, Covington, KY 41014, United States",39.0672146,-84.5061456,"police,point_of_interest,establishment"
Burlington Police Dept,Burlington,Police Dept,VT,Burlington Police Department,"1 North Ave, Burlington, VT 05401, United States",44.4824355,-73.2211196,"police,point_of_interest,establishment"
Grand Rapids Police Dept,Grand Rapids,Police Dept,MI,Grand Rapids Police Department,"1 Monroe Center St NW, Grand Rapids, MI 49503, United States",42.9635961,-85.6686213,"local_government_office,police,point_of_interest,establishment"
Raymondville Police Dept,Raymondville,Police Dept,TX,Raymondville Police Department,"523 W Hidalgo Ave, Raymondville, TX 78580, United States",26.4817353,-97.7872838,"police,point_of_interest,establishment"
Coalinga Police Dept,Coalinga,Police Dept,CA,Coalinga Police Department,"270 N 6th St, Coalinga, CA 93210, United States",36.1392893,-120.3619016,"police,point_of_interest,establishment"
Tigard Police Dept,Tigard,Police Dept,OR,Tigard Police Department,"13125 SW Hall Blvd, Tigard, OR 97223, United States",45.4253608,-122.7659012,"police,point_of_interest,establishment"
Newton Police Dept,Newton,Police Dept,KS,Newton City Police Department,"120 E 7th St, Newton, KS 67114, United States",38.0512508,-97.3438158,"police,point_of_interest,establishment"
Hamilton Twp (Atlantic Co)  Police Dept,Hamilton Twp (Atlantic Co),Police Dept,NJ,Township of Hamilton Police Department,"6101 13th St, Mays Landing, NJ 08330, United States",39.4638704,-74.7225998,"police,health,point_of_interest,establishment"
Washington Police Dept,Washington,Police Dept,MO,Police Dept.,"301 Jefferson St, Washington, MO 63090, United States",38.5578578,-91.0121945,"bank,atm,finance,point_of_interest,establishment"
Urbana Police Dept,Urbana,Police Dept,IL,Urbana Police Department,"400 S Vine St, Urbana, IL 61801, United States",40.1100298,-88.2045722,"police,point_of_interest,establishment"
Redford Twp Police Dept,Redford Twp,Police Dept,MI,Redford Police Department,"25833 Elsinore St, Redford Charter Twp, MI 48239, United States",42.3979611,-83.2969512,"police,point_of_interest,establishment"
Murray City Police Dept,Murray City,Police Dept,KY,Murray City Police Department,"407 Poplar St, Murray, KY 42071, United States",36.6085234,-88.3027726,"police,point_of_interest,establishment"
Mount Dora Police Dept,Mount Dora,Police Dept,FL,Mount Dora Police Department,"1300 N Donnelly St, Mt Dora, FL 32757, United States",28.8083467,-81.6441882,"police,point_of_interest,establishment"
Oak Ridge Police Dept,Oak Ridge,Police Dept,TN,Oak Ridge Police Department,"200 S Tulane Ave, Oak Ridge, TN 37830, United States",36.0121447,-84.2579034,"police,point_of_interest,establishment"
Santa Barbara Police Dept,Santa Barbara,Police Dept,CA,City of Santa Barbara Police Department,"215 E Figueroa St, Santa Barbara, CA 93101, United States",34.4252416,-119.7007919,"local_government_office,police,point_of_interest,establishment"
Arnold Police Dept,Arnold,Police Dept,MO,Arnold Police Department,"2101 Jeffco Blvd, Arnold, MO 63010, United States",38.4226883,-90.3758388,"police,point_of_interest,establishment"
Casper Police Dept,Casper,Police Dept,WY,Casper Police Department,"201 N David St #1, Casper, WY 82601, United States",42.8512018,-106.326382,"police,point_of_interest,establishment"
Westbrook Police Dept,Westbrook,Police Dept,ME,Westbrook Police Department,"570 Main St, Westbrook, ME 04092, United States",43.6790968,-70.3538417,"police,point_of_interest,establishment"
Bozeman Police Dept,Bozeman,Police Dept,MT,Bozeman Police Department,"615 S 16th Ave #260, Bozeman, MT 59715, United States",45.6734887,-111.0596814,"police,point_of_interest,establishment"
Troy City Police Dept,Troy City,Police Dept,MO,Troy Police Department,"800 Cap Au Gris St, Troy, MO 63379, United States",38.9784771,-90.9708894,"police,point_of_interest,establishment"
Pennsauken Police Dept,Pennsauken,Police Dept,NJ,Pennsauken Township Police Department,"2400 Bethel Ave, Pennsauken Township, NJ 08109, United States",39.9644029,-75.0484794,"police,point_of_interest,establishment"
Douglas Police Dept,Douglas,Police Dept,AZ,Douglas Police Department,"225 W Bryan St, Douglas, GA 31533, United States",31.5069475,-82.8521114,"police,point_of_interest,establishment"
Tullahoma Police Dept,Tullahoma,Police Dept,TN,Tullahoma Police Department,"201 W Grundy St, Tullahoma, TN 37388, United States",35.3621922,-86.2124146,"police,point_of_interest,establishment"
San Juan Police Dept,San Juan,Police Dept,TX,San Juan Police Department,"2301 N Raul Longoria Rd, San Juan, TX 78589, United States",26.217854,-98.150045,"police,point_of_interest,establishment"
Northport Police Dept,Northport,Police Dept,AL,Northport Police Department,"3721 26th Ave, Northport, AL 35473, United States",33.2431757,-87.5806115,"police,point_of_interest,establishment"
Waynesboro Police Dept,Waynesboro,Police Dept,VA,Waynesboro Police Department,"250 S Wayne Ave, Waynesboro, VA 22980, United States",38.066183,-78.889656,"police,point_of_interest,establishment"
Rostraver Twp Police Dept,Rostraver Twp,Police Dept,PA,Rostraver Police Department,"205 Municipal Dr, Belle Vernon, PA 15012, United States",40.1651831,-79.7737331,"police,point_of_interest,establishment"
Riverside Police Dept,Riverside,Police Dept,CA,The Riverside Police Department,"4102 Orange St, Riverside, CA 92501, United States",33.9780545,-117.3749389,"police,point_of_interest,establishment"
Newton City Police Dept,Newton City,Police Dept,IA,Newton Police Department,"101 West 4th St S, Newton, IA 50208, United States",41.6990344,-93.0580079,"police,point_of_interest,establishment"
Winfield Police Dept,Winfield,Police Dept,KS,Winfield Police Department,"812 Millington St, Winfield, KS 67156, United States",37.240954,-96.995507,"police,point_of_interest,establishment"
Elizabeth Police Dept,Elizabeth,Police Dept,NJ,Elizabeth Police Department,"1 Police Plaza, Elizabeth, NJ 07201, United States",40.6669713,-74.2119431,"police,local_government_office,point_of_interest,establishment"
Pawtucket Police Dept,Pawtucket,Police Dept,RI,Pawtucket Police Department,"121 Roosevelt Ave, Pawtucket, RI 02860, United States",41.8788402,-71.3821515,"police,point_of_interest,establishment"
Walker Police Dept,Walker,Police Dept,MI,Walker Police Department,"Walker, MI 49534, United States",43.0071181,-85.7733533,"police,point_of_interest,establishment"
Conroe Police Dept,Conroe,Police Dept,TX,Conroe Police Department,"700 Old Montgomery Rd, Conroe, TX 77301, United States",30.310321,-95.462568,"police,point_of_interest,establishment"
Saginaw City Police Dept,Saginaw City,Police Dept,MI,Saginaw Police Department,"612 Federal Ave, Saginaw, MI 48607, United States",43.4307106,-83.9346109,"police,point_of_interest,establishment"
Erie Police Dept,Erie,Police Dept,PA,Erie City Police Department,"626 State St, Erie, PA 16501, United States",42.128465,-80.085225,"police,point_of_interest,establishment"
Sherwood Police Dept,Sherwood,Police Dept,AR,Sherwood Police Department,"2201 E Kiehl Ave, Sherwood, AR 72120, United States",34.833383,-92.2085127,"police,local_government_office,point_of_interest,establishment"
Hamtramck Police Dept,Hamtramck,Police Dept,MI,Hamtramck Police Department,"3401 Evaline St, Hamtramck, MI 48212, United States",42.3996467,-83.0526776,"police,point_of_interest,establishment"
